Region,iso3,Country,City,Year,Annual.mean,Temporal coverage,note on converted PM10,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Europe (HIC),CHE,Switzerland,Chur,2015,15,NA,Measured,(11)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Chur,2016,13,NA,Measured,(9)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Comano,2010,22,NA,Measured,(16)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Comano,2011,26,NA,Measured,(19)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Comano,2012,24,NA,Measured,(17)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Comano,2013,21,NA,Measured,(15)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Comano,2014,17,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Comano,2015,20,NA,Measured,(15)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Cornaux,2012,16,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Cornaux,2013,17,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2010,11,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2011,12,NA,Measured,(9)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2012,11,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2013,11,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2014,11,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2015,11,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Davos,2016,12,NA,Measured,7,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2011,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2012,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2013,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2014,17,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2015,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Delemont,2016,16,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2010,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2011,17,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2012,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2013,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2014,13,NA,Measured,(10)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2015,17,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dornach,2016,12,NA,Measured,(9)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2010,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2011,19,NA,Measured,14,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2012,16,NA,Measured,12,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2013,18,>75%,Measured,13,NA,Measured,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2014,14,NA,Measured,8,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2015,16,>75%,Measured,11,>75%,Measured,"1 Background, 2 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Dubendorf,2016,14,>75%,Measured,10,NA,Measured,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Ebikon,2010,23,NA,Measured,(17)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ebikon,2011,21,NA,Measured,(16)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ebikon,2012,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ebikon,2013,22,>75%,Measured,(16)-converted value,NA,Converted,"1 Background, 1 N.A.","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Ebikon,2014,14,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ebikon,2015,17,>75%,Measured,(13)-converted value,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Ebikon,2016,15,>75%,Measured,(11)-converted value,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2011,19,NA,Measured,(14)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2012,17,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2013,17,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2014,15,NA,Measured,(11)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2015,17,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Egerkingen,2016,16,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2010,16,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2011,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2012,12,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2013,12,NA,Measured,(9)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2014,11,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2015,12,NA,Measured,(9)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Eggerberg,2016,10,NA,Measured,(8)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Engelberg,2011,18,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2011,24,NA,Measured,(18)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2012,14,NA,Measured,(11)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2013,16,NA,Measured,(11)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2014,12,NA,Measured,(8)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2015,14,NA,Measured,(10)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Erstfeld,2016,12,NA,Measured,(9)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2011,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2012,17,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2013,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2014,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2015,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frauenfeld,2016,14,NA,Measured,(10)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2010,20,NA,Measured,(15)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2011,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2012,18,NA,Measured,(13)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2013,16,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2014,14,NA,Measured,(11)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2015,14,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Fribourg,2016,14,NA,Measured,(11)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2011,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2012,17,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2013,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2014,16,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2015,17,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Frutigen,2016,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Geneve,2010,22,NA,Measured,(16)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Geneve,2011,26,NA,Measured,(19)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Geneve,2012,23,NA,Measured,(17)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Geneve,2013,22,>75%,Measured,(16)-converted value,NA,Converted,"1 Background, 1 Traffic, 1 Urban-Background, 1 Urban-Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Geneve,2014,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Geneve,2015,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Geneve,2016,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2010,28,NA,Measured,(21)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2011,33,NA,Measured,(25)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2012,29,NA,Measured,(21)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2013,21,NA,Measured,(16)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2014,18,NA,Measured,(13)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2015,21,NA,Measured,(15)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Giubiasco,2016,18,NA,Measured,(13)-converted value,NA,Converted,1 Industry,BAFU,2018,
Europe (HIC),CHE,Switzerland,Glarus,2010,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Glarus,2012,14,NA,Measured,(10)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Glarus,2013,16,NA,Measured,(12)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Glarus,2014,12,NA,Measured,(9)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Glarus,2016,13,NA,Measured,(9)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2010,21,NA,Measured,(16)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2011,21,NA,Measured,16,NA,Measured,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2012,20,NA,Measured,13,NA,Measured,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2013,20,NA,Measured,14,NA,Measured,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2014,16,NA,Measured,10,NA,Measured,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2015,17,NA,Measured,12,NA,Measured,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Harkingen,2016,15,NA,Measured,11,NA,Measured,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Heiden,2012,14,NA,Measured,(10)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ittigen,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ittigen,2012,18,NA,Measured,(13)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ittigen,2013,18,>75%,Measured,(13)-converted value,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Ittigen,2014,15,NA,Measured,(11)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Ittigen,2015,17,>75%,Measured,(12)-converted value,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Ittigen,2016,15,>75%,Measured,(11)-converted value,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Kussnacht,2013,8,>75%,Measured,(6)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CHE,Switzerland,Kussnacht,2015,8,>75%,Measured,(6)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CHE,Switzerland,Kussnacht,2016,6,>75%,Measured,(5)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CHE,Switzerland,Lausanne,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lausanne,2011,23,NA,Measured,(17)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lausanne,2012,19,NA,Measured,(14)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lausanne,2013,20,>75%,Measured,(15)-converted value,NA,Converted,"1 Traffic, 1 Urban-Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Lausanne,2014,16,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lausanne,2015,18,>75%,Measured,(13)-converted value,NA,Converted,"1 Traffic, 1 Urban-Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Lausanne,2016,17,>75%,Measured,(12)-converted value,NA,Converted,"1 Traffic, 1 Urban-Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Locarno,2010,24,NA,Measured,(18)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Locarno,2011,26,NA,Measured,(19)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Locarno,2012,25,NA,Measured,(18)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Locarno,2013,24,NA,Measured,(17)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Locarno,2014,15,NA,Measured,(11)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Locarno,2015,18,NA,Measured,(13)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Locarno,2016,17,NA,Measured,(12)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lugano,2010,20,NA,Measured,(15)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lugano,2011,23,NA,Measured,18,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lugano,2012,21,NA,Measured,16,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lugano,2013,19,>75%,Measured,15,NA,Measured,"1 Background, 1 Suburban-Background, 1 Urban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Lugano,2014,15,NA,Measured,10,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Lugano,2015,19,>75%,Measured,13,>75%,Measured,"1 Background, 1 Suburban-Background, 2 Urban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Lugano,2016,17,>75%,Measured,13,NA,Measured,"1 Background, 1 Suburban-Background, 1 Urban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe (HIC),CHE,Switzerland,Luzern,2010,27,NA,Measured,(19)-converted value,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe (HIC),CHE,Switzerland,Luzern,2011,32,NA,Measured,(24)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Luzern,2012,22,NA,Measured,(16)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Luzern,2013,27,NA,Measured,(20)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Luzern,2014,24,NA,Measured,(18)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Luzern,2015,23,NA,Measured,(17)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Luzern,2016,20,NA,Measured,(15)-converted value,NA,Converted,1 Traffic,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2010,19,NA,Measured,(14)-converted value,NA,Converted,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2011,23,NA,Measured,16,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2012,21,NA,Measured,15,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2013,18,NA,Measured,14,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2014,15,NA,Measured,10,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2015,19,NA,Measured,13,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Magadino,2016,16,NA,Measured,12,NA,Measured,1 Background,BAFU,2018,
Europe (HIC),CHE,Switzerland,Massongex,2010,22,NA,Measured,(16)-converted value,NA,Converted,1 Industry,BAFU,2018,
